"No.","Time","Source","Destination","Protocol","Length","Info"
"11","0.924765618","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"16","1.536065806","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2404:6800:4007:82b::200e","TLSv1.2","1493","Application Data, Application Data, Application Data"
"17","2.007463160","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"19","3.010786441","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"21","3.011543559","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"25","3.495154889","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"27","3.625171514","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"29","3.744185952","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"31","3.802699522","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"33","3.806945970","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","1434","Application Data, Application Data"
"35","3.808089518","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"37","3.810349618","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"39","3.810438515","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"43","3.814958676","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"48","3.819581852","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"52","3.823261535","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"57","3.825536181","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","1031","Application Data, Application Data"
"242","3.966481434","2404:6800:4007:82b::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","125","Application Data"
"251","3.966958827","2404:6800:4007:82b::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","125","[TCP Spurious Retransmission] , Application Data"
"253","3.966959248","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","105","[TCP Spurious Retransmission] , Application Data"
"256","3.967081463","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TCP","1434","[TCP Spurious Retransmission]  [TCP segment of a reassembled PDU]"
"258","3.967081968","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","105","[TCP Spurious Retransmission] , Ignored Unknown Record"
"269","3.968364451","2404:6800:4007:82b::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","125","[TCP Spurious Retransmission] , Application Data"
"272","3.968476114","2404:6800:4007:82b::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","125","[TCP Spurious Retransmission] , Application Data"
"279","3.970099725","192.168.42.57","23.111.9.35","TLSv1.2","571","Client Hello"
"282","3.971079430","192.168.42.57","23.111.9.35","TLSv1.2","571","Client Hello"
"300","3.974976044","2404:6800:4007:82b::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","125","[TCP Spurious Retransmission] , Application Data"
"420","4.143166231","23.111.9.35","192.168.42.57","TLSv1.2","1514","Server Hello"
"424","4.183121584","23.111.9.35","192.168.42.57","TLSv1.2","1514","Server Hello"
"450","4.311075732","23.111.9.35","192.168.42.57","TLSv1.2","1514","Certificate [TCP segment of a reassembled PDU]"
"463","4.386123757","23.111.9.35","192.168.42.57","TLSv1.2","1514","Certificate [TCP segment of a reassembled PDU]"
"482","4.471247999","23.111.9.35","192.168.42.57","TLSv1.2","446","Certificate Status, Server Key Exchange, Server Hello Done"
"484","4.481689193","192.168.42.57","23.111.9.35","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"485","4.482107248","192.168.42.57","23.111.9.35","TLSv1.2","153","Application Data"
"526","4.594898128","23.111.9.35","192.168.42.57","TLSv1.2","446","Certificate Status, Server Key Exchange, Server Hello Done"
"528","4.595443448","192.168.42.57","23.111.9.35","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"547","4.662326583","192.168.42.57","23.111.9.35","TLSv1.2","449","Application Data"
"549","4.662412263","23.111.9.35","192.168.42.57","TLSv1.2","312","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"551","4.662494610","23.111.9.35","192.168.42.57","TLSv1.2","132","Application Data"
"553","4.662813258","192.168.42.57","23.111.9.35","TLSv1.2","92","Application Data"
"607","4.801886742","23.111.9.35","192.168.42.57","TLSv1.2","312","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"609","4.801969804","23.111.9.35","192.168.42.57","TLSv1.2","123","Application Data"
"856","5.185702189","192.168.42.57","23.111.9.35","TLSv1.2","193","Application Data"
"858","5.185731173","192.168.42.57","23.111.9.35","TLSv1.2","146","Application Data"
"918","5.242151251","2404:6800:4007:82b::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","168","Application Data"
"922","5.249840077","2404:6800:4007:82b::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","562","Application Data"
"924","5.249922557","2404:6800:4007:82b::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","187","Application Data"
"926","5.250000699","2404:6800:4007:82b::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","125","[TCP Previous segment not captured] , Application Data"
"932","5.251155547","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2404:6800:4007:82b::200e","TLSv1.2","125","Application Data"
"962","5.267215588","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2606:4700::6810:125e","TLSv1.3","591","Client Hello"
"1108","5.542882834","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Server Hello, Change Cipher Spec"
"1111","5.554137748","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","712","Application Data"
"1113","5.554645609","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2606:4700::6810:125e","TLSv1.3","138","Change Cipher Spec, Application Data"
"1119","5.555560306","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2606:4700::6810:125e","TLSv1.3","166","Application Data"
"1120","5.555713675","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2606:4700::6810:125e","TLSv1.3","528","Application Data"
"1175","5.628613058","23.111.9.35","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1370","5.756821950","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","611","Application Data, Application Data"
"1375","5.757027207","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","105","Application Data"
"1377","5.757846307","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2606:4700::6810:125e","TLSv1.3","105","Application Data"
"1381","5.791796689","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","105","Application Data"
"1385","5.791976060","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1387","5.792039918","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1389","5.792078306","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1391","5.792158331","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1393","5.792888700","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1395","5.792989215","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1397","5.794074512","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1399","5.795250721","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1401","5.796163085","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1402","5.797379136","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1405","5.806569310","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1409","5.806856306","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1411","5.806899057","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1412","5.806980801","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1413","5.807056258","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1414","5.807150595","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1415","5.807221159","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1416","5.807315399","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1417","5.807390920","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1419","5.807913671","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1420","5.809063993","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1422","5.810202872","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1423","5.811173884","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1425","5.811260110","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1426","5.811349548","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1428","5.830130108","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1511","6.236858493","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1846","12.434505073","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2600:1901:1:db8::","TLSv1.2","129","Application Data"
"1848","12.798151658","192.168.42.57","35.186.224.47","TLSv1.2","101","Application Data"
"1899","16.262587542","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2404:6800:4007:82b::200e","TLSv1.2","207","Application Data"
"1900","16.262681802","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2404:6800:4007:82b::200e","TLSv1.2","125","Application Data"
"1901","16.262721715","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2404:6800:4007:82b::200e","TLSv1.2","1337","Application Data"
"1927","17.542814726","23.111.9.35","192.168.42.57","TLSv1.2","1514","Application Data, Application Data"
"1949","17.578895879","23.111.9.35","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1967","17.595807484","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1969","17.598031841","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1972","17.600260935","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1974","17.602573408","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1976","17.604830843","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1978","17.606009291","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1981","17.608215114","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1983","17.610642305","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1985","17.611828438","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1987","17.612964197","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1989","17.615202150","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1995","17.620933363","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"2003","17.630148365","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"2007","17.638721276","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"2013","17.646795960","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"2020","17.647107137","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"2026","17.652615360","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"2028","17.652616660","2606:4700::6810:125e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","258","Application Data, Application Data"
"2468","18.208764462","2600:1901:1:db8::","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","126","Application Data"
"2473","18.211254594","2600:1901:1:db8::","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","126","[TCP Spurious Retransmission] , Application Data"
"2477","18.211379262","35.186.224.47","192.168.42.57","TLSv1.2","97","Application Data"
"2480","18.211473853","2600:1901:1:db8::","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","126","[TCP Spurious Retransmission] , Application Data"
"2489","18.216655025","2600:1901:1:db8::","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","126","[TCP Spurious Retransmission] , Application Data"
"2492","18.216801734","35.186.224.47","192.168.42.57","TLSv1.2","97","[TCP Spurious Retransmission] , Application Data"
"2502","18.217906109","2600:1901:1:db8::","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","126","[TCP Spurious Retransmission] , Application Data"
"2506","18.218074940","23.111.9.35","192.168.42.57","TLSv1.2","1514","Application Data, Application Data"
"2517","18.218937578","192.168.42.57","13.234.159.72","TLSv1.2","583","Client Hello"
"2520","18.219377290","192.168.42.57","13.234.159.72","TLSv1.2","583","Client Hello"
"2525","18.221590384","35.186.224.47","192.168.42.57","TLSv1.2","97","[TCP Spurious Retransmission] , Application Data"
"2545","18.226876151","2404:6800:4007:82b::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","125","Application Data"
"2548","18.226945694","2600:1901:1:db8::","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","126","[TCP Spurious Retransmission] , Application Data"
"2560","18.233491215","2404:6800:4007:82b::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","125","[TCP Spurious Retransmission] , Application Data"
"2576","18.245435269","23.111.9.35","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"3031","18.777072648","13.234.159.72","192.168.42.57","TLSv1.2","1514","Server Hello"
"3033","18.779329374","13.234.159.72","192.168.42.57","TLSv1.2","1514","Server Hello"
"3074","18.811127549","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2600:1901:1:c36::","TLSv1.2","166","[TCP Previous segment not captured] , Application Data"
"3075","18.811193466","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2600:1901:1:c36::","TLSv1.2","125","Application Data"
"3076","18.811216321","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2600:1901:1:c36::","TLSv1.2","497","Application Data"
"3077","18.811478365","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2600:1901:1:c36::","TLSv1.2","164","Application Data"
"3078","18.811770043","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2600:1901:1:c36::","TLSv1.2","221","Application Data"
"3230","18.962468563","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2600:1901:1:c36::","TLSv1.2","172","Application Data"
"3231","18.962571746","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2600:1901:1:c36::","TLSv1.2","187","Application Data"
"3247","18.975738379","2600:1901:1:c36::","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","125","Application Data"
"3286","19.041002714","2600:1901:1:c36::","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","172","Application Data"
"3288","19.041078414","2600:1901:1:c36::","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","155","Application Data"
"3294","19.042344492","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2600:1901:1:c36::","TLSv1.2","125","Application Data"
"3381","19.168298405","13.234.159.72","192.168.42.57","TCP","432","[TCP Previous segment not captured] 443  >  36850 [PSH, ACK] Seq=5793 Ack=518 Win=28032 Len=366 TSval=3026214961 TSecr=860588472 [TCP segment of a reassembled PDU], Server Key Exchange, Server Hello Done"
"3385","19.178236361","13.234.159.72","192.168.42.57","TCP","432","[TCP Previous segment not captured] 443  >  36852 [PSH, ACK] Seq=5793 Ack=518 Win=28032 Len=366 TSval=3026214961 TSecr=860588474 [TCP segment of a reassembled PDU], Server Key Exchange, Server Hello Done"
"3391","19.180207697","192.168.42.57","13.234.159.72","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3394","19.181862145","192.168.42.57","13.234.159.72","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3395","19.182606465","192.168.42.57","13.234.159.72","TLSv1.2","785","Application Data"
"3464","19.349495960","2600:1901:1:c36::","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","155","Application Data"
"3509","19.432876466","2600:1901:1:c36::","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","157","Application Data"
"3511","19.432958111","2600:1901:1:c36::","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","256","Application Data"
"3513","19.432989360","2600:1901:1:c36::","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","161","Application Data"
"3515","19.435040532","2600:1901:1:c36::","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","125","Application Data"
"3517","19.436017387","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2600:1901:1:c36::","TLSv1.2","125","Application Data"
"3537","19.457490234","2600:1901:1:c36::","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","157","Application Data"
"3539","19.457491025","2600:1901:1:c36::","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","170","Application Data"
"3541","19.457574716","2600:1901:1:c36::","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","233","Application Data"
"3598","19.514411348","13.234.159.72","192.168.42.57","TLSv1.2","340","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"3600","19.514501326","13.234.159.72","192.168.42.57","TLSv1.2","340","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"3607","19.515014463","2600:1901:1:c36::","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","233","[TCP Spurious Retransmission] , Application Data"
"3925","20.506670094","13.234.159.72","192.168.42.57","TCP","1514","443  >  36850 [ACK] Seq=6433 Ack=1363 Win=29440 Len=1448 TSval=3026215157 TSecr=860589036 [TCP segment of a reassembled PDU]"
"3927","20.516120264","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"3929","20.519048788","192.168.42.57","13.234.159.72","TLSv1.2","785","Application Data"
"3936","20.529442006","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"3959","20.569721641","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2606:4700::6812:acf","TLSv1.2","176","Application Data"
"3960","20.569779547","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2606:4700::6812:acf","TLSv1.2","113","Application Data"
"4165","21.123045756","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"4172","21.123689266","13.234.159.72","192.168.42.57","TCP","1514","443  >  36850 [ACK] Seq=22361 Ack=1363 Win=29440 Len=1448 TSval=3026215349 TSecr=860590044 [TCP segment of a reassembled PDU] [TCP segment of a reassembled PDU]"
"4173","21.124852047","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"4192","21.141238020","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"4215","21.168840699","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","113","Application Data"
"4221","21.177307151","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TCP","1434","443  >  34282 [ACK] Seq=33637 Ack=142 Win=67 Len=1360 [TCP segment of a reassembled PDU]"
"4227","21.178204291","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","245","Application Data"
"4229","21.180400781","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TCP","1434","443  >  34282 [ACK] Seq=37888 Ack=142 Win=67 Len=1360 [TCP segment of a reassembled PDU]"
"4231","21.181550717","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","985","Application Data"
"4235","21.191586375","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","105","Application Data"
"4243","21.192319928","192.168.42.57","13.234.159.72","TLSv1.2","584","Client Hello"
"4250","21.193742864","192.168.42.57","13.234.159.72","TLSv1.2","584","Client Hello"
"4251","21.194235522","192.168.42.57","13.234.159.72","TLSv1.2","584","Client Hello"
"4252","21.194706249","192.168.42.57","13.234.159.72","TLSv1.2","584","Client Hello"
"4369","21.320075137","2606:4700::6812:acf","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","105","[TCP Spurious Retransmission] , Application Data"
"4372","21.321871859","2404:6800:4007:82b::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","167","Application Data"
"4374","21.321983368","2404:6800:4007:82b::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","665","Application Data"
"4376","21.322062644","2404:6800:4007:82b::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","190","Application Data"
"4378","21.322542223","2404:6800:4007:82b::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","290","Application Data"
"4380","21.322634688","2404:6800:4007:82b::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","125","Application Data"
"4382","21.323057004","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2404:6800:4007:82b::200e","TLSv1.2","125","Application Data"
"4385","21.324843104","13.234.159.72","192.168.42.57","TCP","1514","443  >  36852 [ACK] Seq=6433 Ack=1363 Win=29440 Len=1448 TSval=3026215463 TSecr=860590041 [TCP segment of a reassembled PDU]"
"4387","21.328188970","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"4395","21.335063462","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"4601","21.579319965","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"4620","21.593836732","192.168.42.57","13.234.159.72","TLSv1.2","684","Application Data"
"4630","21.600757201","13.234.159.72","192.168.42.57","TLSv1.2","218","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"4633","21.601358486","192.168.42.57","13.234.159.72","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"4636","21.601652168","13.234.159.72","192.168.42.57","TLSv1.2","218","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
