"No.","Time","Source","Destination","Protocol","Length","Info"
"35422","376.080788827","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35428","376.154508250","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2404:6800:4007:812::200e","TLSv1.3","615","Application Data"
"35429","376.154553641","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2404:6800:4007:812::200e","TLSv1.3","125","Application Data"
"35449","376.956605946","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35456","378.355630425","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35463","379.339104274","2404:6800:4007:812::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35465","379.339192204","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35470","380.362816171","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35485","381.373604853","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35487","381.373688665","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35496","381.853121898","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35503","382.358256700","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35508","383.169292506","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35512","383.698310146","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35515","383.837958038","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35516","383.903392319","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35520","384.035307705","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35522","384.122188293","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35546","386.111962185","2404:a800:6:7c::12","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1514","Application Data [TCP segment of a reassembled PDU]"
"35562","386.202989159","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35563","386.207273869","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35565","386.209428490","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35567","386.211562039","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35569","386.213655651","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35570","386.215841916","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35572","386.217951971","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35574","386.221153752","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35578","386.224421106","2404:a800:6:7c::12","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1069","Application Data"
"35580","386.226566789","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35582","386.229767408","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35584","386.231917207","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35585","386.234207406","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35587","386.236258750","2404:a800:6:7c::12","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1514","Application Data [TCP segment of a reassembled PDU]"
"35599","386.252615173","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35601","386.253604675","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35603","386.255752412","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35604","386.257926610","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35606","386.260137561","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35609","386.262277944","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35611","386.263324448","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35612","386.264433719","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35614","386.266664024","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35616","386.268815933","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data, Application Data"
"35626","386.278634183","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35627","386.280777348","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35631","386.281838472","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35633","386.291478238","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35636","386.291596628","2404:6800:4007:812::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35641","386.302214325","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35642","386.304414817","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35644","386.304415052","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35648","386.311970638","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35656","386.314397654","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35657","386.314436479","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35659","386.316402912","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35661","386.318600150","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35667","386.324078973","2404:a800:6:7c::12","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1514","Application Data [TCP segment of a reassembled PDU]"
"35671","386.328687082","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35673","386.329725869","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35675","386.331909108","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35676","386.334207591","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35679","386.343997184","168.119.147.172","192.168.42.57","TLSv1.2","1514","Server Hello"
"35681","386.346337041","168.119.147.172","192.168.42.57","TCP","1223","443  >  33693 [PSH, ACK] Seq=1449 Ack=264 Win=65024 Len=1157 TSval=1625965641 TSecr=718082886 [TCP segment of a reassembled PDU], Server Key Exchange, Certificate Request, Server Hello Done"
"35683","386.347421902","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35685","386.347922726","192.168.42.57","168.119.147.172","TLSv1.2","1160","Certificate, Client Key Exchange, Certificate Verify, Change Cipher Spec, Encrypted Handshake Message"
"35686","386.349834647","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35688","386.350782868","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35689","386.360969963","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35696","386.379590766","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35698","386.379591025","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35709","386.414348066","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35710","386.440390695","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35720","386.620059532","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35722","386.638611887","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35724","386.661138353","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35726","386.663233314","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35728","386.667529615","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35729","386.667617375","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35731","386.668820560","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35733","386.671334722","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35743","386.683612595","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35744","386.686309877","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35748","386.687317094","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35750","386.688193285","192.168.42.57","182.79.251.90","TLSv1.3","583","Client Hello"
"35751","386.689860145","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35757","386.704946008","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35758","386.705944996","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35760","386.707155098","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35764","386.709442435","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35766","386.711903045","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35768","386.713006344","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35770","386.714536244","2404:6800:4007:812::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35772","386.718284608","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35773","386.720073737","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35775","386.723118615","2404:a800:6:7c::12","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1382","[TCP Previous segment not captured] , Continuation Data"
"35781","386.754354888","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35783","386.754473285","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35788","386.757761914","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35790","386.759242581","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35792","386.761535242","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35793","386.762641800","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35795","386.767623661","2404:a800:6:7c::12","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1514","Continuation Data"
"35797","386.770038962","2404:a800:6:7c::12","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1514","Continuation Data"
"35803","386.780209957","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35805","386.781290417","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35807","386.784335837","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35808","386.786375742","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35819","386.794849889","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35824","386.795094715","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35838","386.795462002","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35839","386.795788208","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35847","386.798047461","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35849","386.801774937","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35852","386.802872403","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35854","386.803741273","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35856","386.806439481","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35857","386.806619910","192.168.42.57","35.186.224.47","TLSv1.2","101","Application Data"
"35858","386.808536463","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35860","386.808614924","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35862","386.811203671","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35875","386.821582194","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35876","386.823819011","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35878","386.825789351","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35880","386.827931554","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35884","386.829042591","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35886","386.831205841","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35889","386.835679517","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35890","386.835725503","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35903","386.837480421","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35905","386.838642416","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35909","386.839643027","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35910","386.842038736","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data, Application Data"
"35912","386.843080030","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35914","386.845324854","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35920","386.854443937","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35922","386.854998752","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35925","386.864926863","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35926","386.864961928","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35927","386.864999553","2404:6800:4007:812::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data, Application Data"
"35930","386.870553152","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35932","386.870632242","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35934","386.870672424","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35935","386.870710921","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35937","386.870752030","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35939","386.872956054","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35941","386.874025585","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35943","386.875172656","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35945","386.877410198","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35947","386.879628079","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35949","386.880771263","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35953","386.882654158","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35955","386.882879084","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35956","386.886094924","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35962","386.893178703","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35964","386.895467130","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35966","386.896581331","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35968","386.897685823","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35970","386.901084880","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35971","386.902235609","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35973","386.903362255","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35976","386.904389849","2404:6800:4007:825::200a","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35978","386.906707145","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"35979","386.908897874","2404:6800:4007:824::200e","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
